6479,Test_Volume_FV.out,Group1,UP,17311,0.07,5220,0.029,5010,0.01,DOWN,2909,1,0.75,Group2,UP,5010,1,2909,1,2912,1,DOWN,1715,1,0.75,Group3,UP,1700,0.459,DOWN,1686,1,0.75
0.0,Test_Volume_All_v2.out,Group1,UP,17311,0.684,5220,0.029,5010,0.097,DOWN,2909,0.588,0.062,Group2,UP,5010,0.651,2909,0.419,2912,1.0,DOWN,1715,0.721,0.802,Group3,UP,1700,0.459,DOWN,1686,0.373,0.921,Group4,UP,1509,1.0,RC1954,1.0,1520,1.0,DOWN,1503,2.0,0.3,Group5,UP,2020,1.0,DOWN,20100,2.0,0.3,Group6,UP,2150,1.0,2180,1.0,2190,1.0,2198,1.0,2220,1.0,DOWN,21450,2.0,0.3,Group7,UP,2750,1.0,2525,1.0,2360,1.0,DOWN,27450,2.0,0.311291.0,Test_Volume_All_20150530.out,Group1,UP,17311,0.684,5220,0.029,5010,0.097,DOWN,2909,0.588,0.062,Group2,UP,5010,0.651,2909,0.419,2912,1.0,DOWN,1715,0.721,0.802,Group3,UP,1700,0.459,DOWN,1686,0.373,0.921,Group4,UP,1509,1.0,RC1954,1.0,1520,1.0,DOWN,1503,2.0,0.3,Group5,UP,2020,1.0,DOWN,20100,2.0,0.3,Group6,UP,2150,1.0,2180,1.0,2190,1.0,2198,1.0,2220,1.0,DOWN,21450,2.0,0.3,Group7,UP,2750,1.0,2525,1.0,2360,1.0,DOWN,27450,2.0,0.3
